"truthJudgments"	"truthMean"	"id"	"truthClass"	"truthMedian"	"truthMode"
"[1.0, 1.0, 0.6666666666, 0.6666666666, 1.0]"	"0.86666666664"	"858365514988503041"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.0, 0.3333333333, 0.6666666666, 1.0]"	"0.46666666664"	"858363902626861058"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"858363332398600192"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"	"0.13333333332"	"858362934199808000"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.0, 0.0]"	"0.06666666666"	"858362802519633923"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.6666666666, 0.0]"	"0.26666666664"	"858360136276086784"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 1.0, 0.3333333333, 0.0]"	"0.39999999997999997"	"858353434977722368"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"858351082812133377"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 0.0, 0.6666666666, 1.0]"	"0.59999999998"	"858347176740745217"	"clickbait"	"0.6666666666"	"1.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"	"0.13333333332"	"858345210992001024"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858345135414927360"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 0.0, 1.0, 0.6666666666]"	"0.66666666664"	"858342616286593024"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858341354669092864"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.0, 0.3333333333, 0.6666666666]"	"0.3333333333"	"858337429262135296"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.6666666666, 1.0, 0.3333333333, 0.6666666666, 0.3333333333]"	"0.59999999996"	"858335642648023041"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.6666666666, 1.0, 1.0, 1.0]"	"0.93333333332"	"858332122767077376"	"clickbait"	"1.0"	"1.0"
"[1.0, 0.6666666666, 1.0, 0.0, 0.6666666666]"	"0.66666666664"	"858331831518855174"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333, 0.6666666666]"	"0.39999999995999996"	"858329066159714308"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333]"	"0.46666666661999995"	"858327893885276160"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.3333333333, 0.6666666666]"	"0.19999999997999998"	"858324537125085185"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 1.0, 1.0, 1.0]"	"0.93333333332"	"858323428260139008"	"clickbait"	"1.0"	"1.0"
"[0.6666666666, 0.0, 0.0, 0.3333333333, 1.0]"	"0.39999999997999997"	"858320072179408896"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 0.6666666666, 0.3333333333, 0.3333333333, 0.0]"	"0.3333333333"	"858317450017992704"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.3333333333]"	"0.26666666664"	"858315986939895808"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.0]"	"0.19999999997999998"	"858314930251907073"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 0.3333333333, 0.0, 0.0]"	"0.39999999997999997"	"858312446926360577"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"	"0.13333333332"	"858312247537520641"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"	"0.13333333332"	"858311661098283011"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.0, 0.6666666666]"	"0.19999999997999998"	"858311515354660866"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.6666666666, 0.3333333333]"	"0.26666666664"	"858307740313284609"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 1.0, 1.0, 0.0, 0.3333333333]"	"0.46666666666"	"858307544208605185"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333, 0.6666666666]"	"0.53333333328"	"858307466911731712"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.3333333333, 0.0, 1.0, 0.0]"	"0.39999999997999997"	"858302188573085696"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 0.6666666666, 0.3333333333, 0.0, 0.3333333333]"	"0.3333333333"	"858301853855080453"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.6666666666, 0.6666666666, 0.3333333333, 0.3333333333]"	"0.59999999996"	"858291327347437573"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.0, 0.0, 0.0, 0.3333333333]"	"0.19999999997999998"	"858289208737353728"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858283602626347008"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 1.0, 1.0, 0.6666666666]"	"0.79999999998"	"858282971907936256"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.19999999997999998"	"858282219307249666"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"858276032490741760"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333]"	"0.46666666664"	"858274673636847616"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 1.0, 0.0, 0.0, 0.3333333333]"	"0.26666666666"	"858268713740640256"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"	"0.93333333332"	"858267871637413888"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.3333333333, 1.0, 0.3333333333, 0.3333333333]"	"0.46666666664"	"858258866181636099"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.6666666666, 0.6666666666, 0.3333333333, 0.0]"	"0.46666666661999995"	"858254593481990145"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.6666666666, 0.0, 0.0, 0.0, 0.3333333333]"	"0.19999999997999998"	"858254531632787463"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.13333333332"	"858253529533870081"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 0.6666666666, 1.0, 0.6666666666]"	"0.7999999999599999"	"858250782625411072"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.6666666666, 0.6666666666, 0.3333333333, 0.0]"	"0.3333333333"	"858249012130050048"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 1.0, 0.6666666666, 0.0, 0.0]"	"0.39999999997999997"	"858245872802349057"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 1.0, 0.6666666666, 0.6666666666, 0.3333333333]"	"0.59999999996"	"858244470197891073"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 0.3333333333, 0.3333333333]"	"0.13333333332"	"858239454611374080"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"	"0.06666666666"	"858238048101912576"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.3333333333]"	"0.19999999997999998"	"858234470499053568"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.0]"	"0.19999999997999998"	"858234399761899520"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 1.0, 0.6666666666, 0.6666666666, 0.3333333333]"	"0.66666666662"	"858229471396212737"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"	"0.13333333332"	"858229445517348864"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.0]"	"0.26666666664"	"858228368424280064"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"858224473597779969"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.33333333332"	"858222698367000577"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.6666666666, 1.0, 1.0, 1.0]"	"0.73333333332"	"858206214597070848"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.13333333332"	"858202942142259200"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"858202797036253186"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"	"0.93333333332"	"858199243647062016"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858197093361618945"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.0, 0.0, 0.0, 0.0]"	"0.2"	"858196166961483776"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"	"0.06666666666"	"858191667739987968"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"	"0.13333333332"	"858187843058802688"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.0, 0.3333333333, 0.3333333333]"	"0.33333333332"	"858185175699738625"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"	"0.06666666666"	"858179732285800448"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"	"0.13333333332"	"858166934197633025"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.3333333333, 1.0, 1.0, 1.0]"	"0.73333333332"	"858162175554224128"	"clickbait"	"1.0"	"1.0"
"[0.6666666666, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.26666666664"	"858157241030950913"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.3333333333, 1.0, 0.3333333333, 0.0]"	"0.46666666664"	"858157003549679616"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 1.0, 0.3333333333, 1.0, 0.3333333333]"	"0.66666666664"	"858156127128879104"	"clickbait"	"0.6666666666"	"1.0"
"[0.3333333333, 0.0, 0.6666666666, 0.3333333333, 0.3333333333]"	"0.3333333333"	"858153572571197440"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.6666666666, 0.0]"	"0.13333333332"	"858150052782645249"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 0.6666666666, 0.3333333333, 1.0]"	"0.79999999998"	"858147059890827264"	"clickbait"	"1.0"	"1.0"
"[1.0, 0.3333333333, 0.3333333333, 0.0, 0.6666666666]"	"0.46666666664"	"858142549235642369"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 1.0, 1.0, 0.0, 1.0]"	"0.73333333332"	"858137811039465472"	"clickbait"	"1.0"	"1.0"
"[0.0, 1.0, 1.0, 1.0, 0.3333333333]"	"0.66666666666"	"858129505768132608"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.0]"	"0.13333333332"	"858123680454512640"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.6666666666, 1.0, 1.0, 0.0]"	"0.59999999998"	"858123671927275520"	"clickbait"	"0.6666666666"	"1.0"
"[0.6666666666, 0.6666666666, 0.0, 0.0, 0.6666666666]"	"0.39999999995999996"	"858122416312209408"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.3333333333, 0.0, 0.0, 1.0]"	"0.33333333332"	"858119533898469376"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 1.0, 0.0, 0.3333333333, 1.0]"	"0.46666666666"	"858116220683522051"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.6666666666, 0.3333333333, 0.6666666666, 0.0]"	"0.3333333333"	"858114668463837184"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.6666666666, 0.0, 0.0, 0.3333333333, 0.0]"	"0.19999999997999998"	"858108463972536325"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858108269616877568"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 1.0, 0.3333333333, 0.6666666666, 0.0]"	"0.46666666664"	"858103833184141312"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.3333333333, 1.0, 0.0, 1.0]"	"0.53333333332"	"858102163586908160"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"	"0.13333333332"	"858093733119758338"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 1.0, 0.6666666666, 0.3333333333]"	"0.39999999997999997"	"858089947005190144"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.3333333333, 0.0, 1.0, 0.6666666666]"	"0.39999999997999997"	"858089703156961281"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.6666666666, 0.3333333333, 0.3333333333, 1.0, 0.3333333333]"	"0.5333333333"	"858089189472186370"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.6666666666, 0.0, 0.0, 1.0]"	"0.33333333332"	"858088443070599168"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.0, 0.0, 0.0, 0.6666666666]"	"0.33333333332"	"858086719509417984"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 1.0, 1.0, 0.3333333333, 0.0]"	"0.53333333332"	"858086389694566402"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858084721976381440"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 1.0, 1.0]"	"1.0"	"858079633648046083"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 1.0, 0.0, 0.0]"	"0.2"	"858074137872519173"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858073723450134533"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 1.0, 0.6666666666, 0.0]"	"0.66666666664"	"858071023924768769"	"clickbait"	"0.6666666666"	"0.6666666666"
"[1.0, 0.6666666666, 0.6666666666, 0.0, 0.6666666666]"	"0.59999999996"	"858070460814184448"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.0, 0.0, 0.0, 1.0]"	"0.2"	"858070164193112065"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.6666666666, 0.6666666666, 1.0]"	"0.5333333333"	"858070067279347712"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.3333333333, 0.3333333333, 0.0, 0.6666666666, 0.0]"	"0.26666666664"	"858067935125962756"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.0, 0.6666666666, 0.0, 0.0]"	"0.26666666664"	"858066492151214085"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.6666666666, 0.3333333333, 0.0, 0.0]"	"0.39999999997999997"	"858064532823982080"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.3333333333]"	"0.3333333333"	"858063184758018049"	"no-clickbait"	"0.3333333333"	"0.0"
"[1.0, 0.0, 1.0, 0.6666666666, 1.0]"	"0.73333333332"	"858062824735748097"	"clickbait"	"1.0"	"1.0"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"858062580132302849"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 0.3333333333, 0.0, 0.6666666666, 0.0]"	"0.39999999997999997"	"858061570051538944"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.0, 0.3333333333, 0.6666666666, 0.0, 0.0]"	"0.19999999997999998"	"858060672059535360"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"	"0.13333333332"	"858055725720915968"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 0.6666666666, 1.0, 1.0]"	"0.93333333332"	"858053960334098432"	"clickbait"	"1.0"	"1.0"
"[0.0, 1.0, 1.0, 0.3333333333, 0.3333333333]"	"0.53333333332"	"858050223544860676"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.26666666666"	"858048368974733312"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 0.3333333333, 1.0]"	"0.86666666666"	"858048320341716992"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.0, 1.0, 0.0]"	"0.2"	"858048174249791488"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.6666666666, 1.0, 0.0, 0.3333333333]"	"0.46666666664"	"858042663588810752"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.6666666666, 0.3333333333, 0.0, 0.0, 0.3333333333]"	"0.26666666664"	"858041125864706048"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 1.0, 1.0]"	"0.4"	"858040714604810243"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.3333333333, 0.0, 0.3333333333, 0.6666666666]"	"0.39999999995999996"	"858040330716893189"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 1.0, 0.0, 0.0, 0.0]"	"0.26666666666"	"858038529611509760"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.3333333333, 0.3333333333, 1.0, 0.3333333333]"	"0.5333333333"	"858034079983325185"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858033553468252160"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"	"0.13333333332"	"858033129562550273"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.0, 0.6666666666, 0.0, 0.3333333333]"	"0.3333333333"	"858032073403248640"	"no-clickbait"	"0.3333333333"	"0.0"
"[0.3333333333, 0.3333333333, 0.0, 0.0, 0.0]"	"0.13333333332"	"858025880718901248"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"	"0.06666666666"	"858025529429065729"	"no-clickbait"	"0.0"	"0.0"
"[0.3333333333, 0.0, 0.0, 0.0, 0.6666666666]"	"0.19999999997999998"	"858023618592354305"	"no-clickbait"	"0.0"	"0.0"
"[1.0, 1.0, 1.0, 1.0, 1.0]"	"1.0"	"858020992458686464"	"clickbait"	"1.0"	"1.0"
"[0.3333333333, 0.6666666666, 0.3333333333, 0.0, 0.0]"	"0.26666666664"	"858020037881417728"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.6666666666]"	"0.26666666664"	"858017072353345537"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.6666666666]"	"0.26666666664"	"858015465314058242"	"no-clickbait"	"0.3333333333"	"0.3333333333"
"[1.0, 1.0, 0.6666666666, 1.0, 1.0]"	"0.93333333332"	"858014840618713088"	"clickbait"	"1.0"	"1.0"
"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"	"0.13333333332"	"858011477462200321"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.3333333333, 0.6666666666, 0.0]"	"0.19999999997999998"	"858011437184290817"	"no-clickbait"	"0.0"	"0.0"
"[0.6666666666, 0.6666666666, 1.0, 1.0, 0.6666666666]"	"0.7999999999599999"	"858010532137369600"	"clickbait"	"0.6666666666"	"0.6666666666"
"[0.0, 0.3333333333, 1.0, 0.0, 0.0]"	"0.26666666666"	"858006662728351749"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 0.0, 0.0, 0.0, 0.0]"	"0.0"	"858005378847698944"	"no-clickbait"	"0.0"	"0.0"
"[0.0, 1.0, 0.0, 0.0, 0.6666666666]"	"0.33333333332"	"858004436941197312"	"no-clickbait"	"0.0"	"0.0"
